image,prediction
car2.jpg,animal
car1.jpg,animal
new_york.jpg,animal
elephant.jpg,animal
lion.jpg,animal
city.jpg,animal
gorilla.jpg,animal
panda.jpg,animal
cat.jpg,animal
pet_driving.jpg,animal
seal.jpg,animal
llama.jpg,animal
pet_with_family.jpg,animal
