Image,Prediction
car2.jpg,LABEL_0
car1.jpg,LABEL_0
new_york.jpg,LABEL_0
elephant.jpg,LABEL_0
lion.jpg,LABEL_0
city.jpg,LABEL_0
gorilla.jpg,LABEL_0
panda.jpg,LABEL_0
cat.jpg,LABEL_0
llama.jpg,LABEL_0
pet_with_family.jpg,LABEL_0
