Image,Prediction
car2.jpg,not_animal
car1.jpg,not_animal
elephant.jpg,animal
lion.jpg,animal
city.jpg,not_animal
gorilla.jpg,animal
panda.jpg,animal
cat.jpg,animal
llama.jpg,animal
pet_with_family.jpg,animal
